age,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Prof-specialty,White,Female,4865,0,40,United-States,<=50K
71,Other-service,White,Male,0,0,28,United-States,<=50K
36,Sales,White,Male,0,0,60,United-States,<=50K
39,Exec-managerial,White,Male,0,0,50,United-States,>50K
27,Adm-clerical,White,Male,0,0,50,United-States,<=50K
51,Craft-repair,White,Male,0,0,40,United-States,>50K
29,Transport-moving,Black,Male,0,0,40,United-States,<=50K
48,Adm-clerical,White,Female,0,0,40,United-States,<=50K
34,Craft-repair,White,Male,0,1651,38,United-States,<=50K
23,Transport-moving,White,Male,7688,0,60,United-States,>50K
37,Prof-specialty,White,Male,0,0,40,United-States,<=50K
28,Transport-moving,White,Male,0,0,50,United-States,<=50K
47,Craft-repair,White,Male,0,0,40,United-States,>50K
44,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
29,Protective-serv,White,Male,0,0,40,United-States,<=50K
28,Craft-repair,White,Male,0,0,50,Columbia,<=50K
36,Prof-specialty,White,Female,0,0,32,United-States,<=50K
37,Prof-specialty,White,Male,0,0,40,United-States,<=50K
27,Adm-clerical,White,Female,0,0,35,United-States,<=50K
38,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
24,Other-service,Black,Female,0,0,40,United-States,<=50K
36,Priv-house-serv,Black,Male,0,0,40,United-States,<=50K
70,Adm-clerical,White,Female,0,0,12,United-States,<=50K
23,Other-service,White,Female,0,0,38,United-States,<=50K
25,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
42,Sales,White,Male,4064,0,40,United-States,<=50K
22,Prof-specialty,Other,Female,0,0,40,Mexico,<=50K
21,Adm-clerical,White,Female,0,0,25,United-States,<=50K
59,Prof-specialty,White,Male,0,0,20,England,<=50K
51,Adm-clerical,White,Female,0,1628,30,United-States,<=50K
37,Craft-repair,White,Male,0,0,52,United-States,>50K
50,Sales,White,Female,0,0,45,United-States,<=50K
23,Farming-fishing,White,Male,0,0,40,United-States,<=50K
27,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
63,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
56,Prof-specialty,White,Male,0,0,40,United-States,>50K
37,Craft-repair,White,Male,15024,0,45,United-States,>50K
30,Transport-moving,White,Male,0,0,50,United-States,<=50K
20,Adm-clerical,Black,Female,0,0,20,United-States,<=50K
40,Prof-specialty,White,Female,0,1669,40,United-States,<=50K
36,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
35,Tech-support,White,Female,0,0,20,United-States,>50K
47,Exec-managerial,White,Male,0,0,40,United-States,>50K
62,Sales,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
43,Prof-specialty,White,Male,0,0,40,United-States,<=50K
90,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
33,Sales,White,Male,0,0,60,United-States,>50K
26,Sales,Black,Male,0,0,65,United-States,<=50K
26,Prof-specialty,White,Female,0,0,40,Canada,<=50K
26,Other-service,White,Female,0,0,30,United-States,<=50K
42,Prof-specialty,White,Female,0,0,38,United-States,<=50K
46,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
39,Adm-clerical,White,Female,0,0,35,United-States,<=50K
50,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
30,Other-service,White,Female,0,0,40,United-States,<=50K
33,Craft-repair,White,Male,0,0,40,El-Salvador,<=50K
53,Other-service,Black,Male,0,1740,40,United-States,<=50K
17,Adm-clerical,White,Female,0,0,15,United-States,<=50K
38,Exec-managerial,Black,Female,0,0,40,Trinadad&Tobago,<=50K
28,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
34,Craft-repair,White,Male,0,0,48,United-States,>50K
25,Tech-support,White,Male,0,0,84,United-States,<=50K
34,Other-service,Black,Male,0,0,42,United-States,<=50K
29,Other-service,White,Male,0,0,40,United-States,<=50K
40,Sales,White,Male,4386,0,50,United-States,<=50K
22,Handlers-cleaners,White,Male,4416,0,40,United-States,<=50K
61,Craft-repair,White,Female,0,0,45,United-States,<=50K
52,Exec-managerial,White,Female,0,0,38,United-States,<=50K
54,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
49,Exec-managerial,White,Male,0,0,40,United-States,>50K
48,Prof-specialty,White,Female,0,0,52,United-States,<=50K
51,Prof-specialty,White,Female,0,2057,60,Canada,<=50K
18,Other-service,White,Female,0,0,24,United-States,<=50K
23,Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
26,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
33,Transport-moving,White,Male,0,0,40,United-States,<=50K
25,Other-service,Asian-Pac-Islander,Male,0,0,28,Taiwan,<=50K
69,Priv-house-serv,Black,Female,0,0,4,United-States,<=50K
52,Prof-specialty,White,Male,0,0,40,United-States,>50K
37,Sales,Black,Male,0,0,40,United-States,<=50K
34,Exec-managerial,White,Male,0,0,50,United-States,>50K
48,Farming-fishing,White,Male,0,0,70,United-States,>50K
31,Prof-specialty,White,Female,0,0,40,United-States,<=50K
59,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
20,Sales,White,Male,0,1602,15,United-States,<=50K
17,Sales,Other,Female,0,0,20,United-States,<=50K
47,Transport-moving,White,Male,0,0,50,United-States,<=50K
22,Other-service,White,Female,0,0,40,United-States,<=50K
51,Exec-managerial,White,Male,0,0,50,United-States,<=50K
61,Prof-specialty,White,Male,0,0,40,United-States,>50K
54,Exec-managerial,White,Female,0,0,40,United-States,<=50K
23,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
27,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
70,Adm-clerical,White,Male,0,0,40,United-States,<=50K
31,Exec-managerial,White,Male,0,0,40,United-States,>50K
28,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Adm-clerical,White,Female,3908,0,40,United-States,<=50K
25,Adm-clerical,White,Female,0,0,40,United-States,<=50K
61,Tech-support,White,Female,0,0,40,United-States,>50K
29,Handlers-cleaners,White,Male,0,1408,40,United-States,<=50K
28,Adm-clerical,White,Female,5721,0,40,United-States,<=50K
25,Other-service,White,Male,0,0,18,United-States,<=50K
60,Tech-support,White,Male,7298,0,40,United-States,>50K
26,Handlers-cleaners,White,Female,0,0,30,United-States,<=50K
25,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
45,Other-service,White,Male,0,0,40,United-States,<=50K
26,Other-service,Black,Female,0,0,40,United-States,<=50K
31,Sales,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
37,Sales,White,Male,0,0,40,United-States,<=50K
43,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
43,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Farming-fishing,White,Male,0,0,20,United-States,<=50K
28,Transport-moving,White,Male,0,0,20,United-States,<=50K
38,Tech-support,White,Male,0,0,45,United-States,>50K
23,Adm-clerical,White,Male,0,0,30,United-States,<=50K
51,Handlers-cleaners,Other,Male,0,0,40,United-States,<=50K
24,Transport-moving,White,Male,0,0,45,United-States,<=50K
54,Other-service,Black,Female,0,0,36,United-States,<=50K
63,Transport-moving,White,Male,0,0,45,United-States,>50K
43,Tech-support,Black,Female,8614,0,47,United-States,>50K
23,Sales,White,Male,0,0,60,United-States,<=50K
61,Prof-specialty,White,Male,0,0,30,United-States,<=50K
20,Adm-clerical,White,Female,0,0,40,United-States,<=50K
38,Prof-specialty,White,Male,0,0,70,United-States,>50K
48,Prof-specialty,White,Male,7688,0,55,United-States,>50K
17,Prof-specialty,White,Female,0,0,40,United-States,<=50K
49,Craft-repair,White,Male,7298,0,40,United-States,>50K
58,Farming-fishing,White,Male,0,0,40,United-States,<=50K
32,Sales,White,Female,0,0,40,United-States,<=50K
54,Adm-clerical,White,Female,0,0,30,United-States,<=50K
18,Other-service,White,Female,0,0,40,United-States,<=50K
36,Handlers-cleaners,White,Female,0,0,30,United-States,<=50K
47,Prof-specialty,White,Male,0,0,60,United-States,>50K
19,Adm-clerical,White,Female,0,0,30,United-States,<=50K
34,Adm-clerical,White,Female,0,0,38,United-States,<=50K
31,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
31,Craft-repair,White,Male,0,0,47,United-States,<=50K
30,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Adm-clerical,White,Male,0,0,40,United-States,<=50K
53,Tech-support,White,Male,0,0,40,United-States,<=50K
27,Sales,White,Male,0,0,40,United-States,>50K
40,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,84,United-States,<=50K
20,Adm-clerical,White,Female,0,0,40,United-States,<=50K
24,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
20,Protective-serv,Black,Male,0,0,40,United-States,<=50K
25,Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
54,Craft-repair,White,Male,0,0,48,United-States,>50K
67,Protective-serv,White,Female,0,0,7,United-States,<=50K
29,Sales,White,Female,0,0,40,United-States,<=50K
50,Prof-specialty,White,Male,0,0,40,United-States,>50K
32,Prof-specialty,White,Female,0,0,8,United-States,>50K
49,Machine-op-inspct,White,Male,7298,0,43,United-States,>50K
62,Protective-serv,White,Male,0,0,91,United-States,<=50K
56,Transport-moving,White,Male,0,0,44,United-States,>50K
47,Exec-managerial,White,Male,0,0,38,United-States,>50K
42,Prof-specialty,White,Female,0,0,40,United-States,<=50K
26,Tech-support,White,Male,3103,0,40,United-States,>50K
58,Exec-managerial,White,Male,0,0,70,United-States,>50K
36,Exec-managerial,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
31,Craft-repair,Amer-Indian-Eskimo,Male,0,0,45,United-States,<=50K
36,Tech-support,Black,Male,14344,0,40,England,>50K
34,Protective-serv,White,Male,0,0,40,Portugal,<=50K
56,Sales,White,Male,0,1848,50,United-States,>50K
22,Farming-fishing,White,Female,0,0,30,United-States,<=50K
40,Craft-repair,White,Male,0,0,40,United-States,<=50K
23,Prof-specialty,White,Male,0,0,40,United-States,<=50K
26,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
40,Prof-specialty,White,Female,0,0,45,United-States,>50K
42,Prof-specialty,White,Female,0,0,24,United-States,<=50K
21,Other-service,White,Male,0,0,25,United-States,<=50K
39,Prof-specialty,Asian-Pac-Islander,Male,0,0,48,Philippines,>50K
64,Transport-moving,White,Male,0,0,53,Mexico,<=50K
20,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
24,Adm-clerical,White,Male,0,0,12,United-States,<=50K
44,Craft-repair,White,Male,0,0,60,Portugal,<=50K
59,Adm-clerical,White,Male,2407,0,60,United-States,<=50K
29,Prof-specialty,White,Male,0,0,40,United-States,<=50K
29,Farming-fishing,White,Male,0,0,70,United-States,<=50K
22,Other-service,White,Female,0,0,24,United-States,<=50K
36,Prof-specialty,White,Male,0,0,45,United-States,<=50K
30,Prof-specialty,White,Male,0,0,40,United-States,<=50K
59,Sales,White,Male,0,0,40,England,>50K
36,Adm-clerical,White,Female,0,0,35,Germany,>50K
53,Transport-moving,White,Male,0,0,50,United-States,<=50K
46,Exec-managerial,White,Male,15024,0,50,United-States,>50K
21,Other-service,White,Female,0,0,35,United-States,<=50K
68,Machine-op-inspct,White,Female,0,0,10,United-States,<=50K
32,Craft-repair,White,Male,0,1672,40,United-States,<=50K
39,Other-service,Black,Female,0,0,40,United-States,<=50K
32,Handlers-cleaners,White,Male,0,0,50,Canada,>50K
37,Protective-serv,Black,Male,0,0,38,United-States,<=50K
20,Other-service,White,Male,0,0,32,United-States,<=50K
38,Other-service,White,Female,0,0,40,United-States,<=50K
41,Prof-specialty,White,Male,0,0,40,United-States,>50K
37,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Transport-moving,White,Male,0,0,44,United-States,<=50K
69,Adm-clerical,White,Male,0,0,36,United-States,<=50K
36,Exec-managerial,White,Female,0,0,32,United-States,<=50K
41,Craft-repair,White,Male,13550,0,44,United-States,>50K
37,Prof-specialty,White,Female,0,0,40,United-States,<=50K
42,Other-service,White,Female,0,0,65,United-States,<=50K
26,Farming-fishing,White,Male,0,0,30,Mexico,<=50K
27,Farming-fishing,White,Male,0,0,40,United-States,<=50K
39,Prof-specialty,Black,Male,0,0,40,Dominican-Republic,<=50K
38,Adm-clerical,White,Female,0,0,43,United-States,<=50K
26,Machine-op-inspct,Other,Male,0,0,40,United-States,<=50K
49,Sales,White,Male,0,0,40,United-States,>50K
63,Machine-op-inspct,White,Male,2174,0,40,United-States,<=50K
20,Transport-moving,White,Female,0,0,40,United-States,<=50K
66,Machine-op-inspct,White,Female,1086,0,20,United-States,<=50K
48,Prof-specialty,White,Female,0,0,50,United-States,>50K
27,Transport-moving,White,Male,0,0,40,United-States,<=50K
39,Prof-specialty,White,Male,0,0,40,United-States,>50K
34,Farming-fishing,Black,Male,594,0,60,United-States,<=50K
29,Prof-specialty,White,Male,0,0,50,United-States,<=50K
33,Sales,White,Female,0,0,20,United-States,<=50K
17,Other-service,White,Female,0,0,20,United-States,<=50K
28,Other-service,White,Female,0,0,35,United-States,<=50K
38,Other-service,White,Female,0,0,45,United-States,<=50K
29,Prof-specialty,White,Male,0,0,43,United-States,<=50K
73,Exec-managerial,White,Female,0,0,15,United-States,<=50K
22,Adm-clerical,White,Female,0,0,40,United-States,<=50K
23,Adm-clerical,White,Female,0,0,40,United-States,<=50K
37,Adm-clerical,White,Female,0,0,40,United-States,<=50K
60,Sales,White,Male,7298,0,40,United-States,>50K
71,Farming-fishing,White,Male,0,0,50,United-States,<=50K
40,Machine-op-inspct,White,Female,0,0,48,Mexico,<=50K
40,Sales,White,Female,0,0,40,United-States,>50K
36,Craft-repair,White,Male,0,0,40,United-States,<=50K
54,Prof-specialty,White,Female,0,0,45,United-States,>50K
28,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
29,Craft-repair,White,Male,0,0,35,United-States,<=50K
49,Craft-repair,White,Male,0,0,40,United-States,>50K
44,Sales,Black,Female,0,0,35,United-States,<=50K
42,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
34,Prof-specialty,White,Male,0,0,60,Philippines,>50K
47,Prof-specialty,White,Male,0,0,45,United-States,>50K
70,Transport-moving,White,Male,0,0,40,United-States,<=50K
40,Other-service,White,Female,0,0,20,United-States,<=50K
46,Transport-moving,White,Male,0,0,45,United-States,>50K
63,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25,Sales,White,Male,0,0,40,United-States,<=50K
21,Transport-moving,Black,Male,0,0,40,United-States,<=50K
38,Prof-specialty,White,Male,0,0,44,United-States,<=50K
46,Craft-repair,White,Male,0,0,40,United-States,<=50K
30,Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
21,Sales,White,Male,0,0,40,United-States,<=50K
64,Transport-moving,White,Male,0,0,45,United-States,<=50K
23,Craft-repair,White,Male,0,0,65,United-States,<=50K
27,Machine-op-inspct,White,Male,0,0,35,Mexico,<=50K
54,Sales,White,Male,0,0,40,United-States,<=50K
35,Craft-repair,White,Male,0,1740,40,United-States,<=50K
50,Exec-managerial,White,Male,0,0,40,United-States,>50K
53,Sales,White,Male,0,0,60,United-States,>50K
37,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
26,Protective-serv,White,Male,0,0,40,United-States,<=50K
46,Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
50,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
23,Other-service,Black,Male,0,0,30,United-States,<=50K
30,Adm-clerical,White,Female,0,0,40,United-States,<=50K
39,Craft-repair,Black,Female,0,0,45,United-States,<=50K
20,Other-service,White,Female,0,0,29,United-States,<=50K
28,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
49,Prof-specialty,White,Male,0,0,45,United-States,<=50K
30,Adm-clerical,White,Female,0,0,10,United-States,<=50K
63,Sales,White,Female,0,0,20,United-States,<=50K
23,Prof-specialty,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
36,Machine-op-inspct,Black,Male,0,0,50,United-States,<=50K
61,Other-service,Black,Female,0,0,38,United-States,<=50K
38,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
34,Adm-clerical,White,Female,0,2057,40,United-States,<=50K
46,Transport-moving,Black,Male,0,0,40,United-States,<=50K
25,Transport-moving,White,Female,0,0,4,United-States,<=50K
31,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
54,Exec-managerial,White,Male,0,0,45,United-States,>50K
22,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
44,Adm-clerical,White,Male,0,0,46,United-States,>50K
30,Exec-managerial,White,Female,0,0,50,Thailand,>50K
17,Adm-clerical,White,Female,1055,0,20,United-States,<=50K
51,Sales,White,Male,7688,0,50,United-States,>50K
36,Handlers-cleaners,White,Male,0,0,65,United-States,<=50K
31,Other-service,White,Male,0,0,40,United-States,<=50K
51,Exec-managerial,White,Male,0,0,40,United-States,>50K
59,Sales,White,Male,0,0,60,United-States,>50K
26,Craft-repair,White,Male,0,0,40,United-States,<=50K
33,Adm-clerical,White,Male,0,0,36,United-States,<=50K
35,Machine-op-inspct,Black,Female,0,0,30,United-States,<=50K
51,Craft-repair,White,Male,0,0,40,United-States,<=50K
29,Prof-specialty,White,Male,0,1848,60,Germany,>50K
32,Prof-specialty,White,Male,0,0,40,United-States,>50K
67,Exec-managerial,White,Female,3273,0,16,United-States,<=50K
24,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
56,Prof-specialty,White,Male,0,0,20,United-States,<=50K
35,Prof-specialty,White,Male,0,0,40,United-States,<=50K
55,Sales,White,Female,0,0,20,United-States,<=50K
26,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
68,Exec-managerial,White,Female,0,0,20,United-States,<=50K
24,Other-service,White,Male,0,0,30,United-States,<=50K
47,Other-service,White,Female,0,0,35,United-States,<=50K
29,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
39,Craft-repair,Black,Male,0,0,52,United-States,>50K
42,Transport-moving,White,Male,0,0,48,United-States,<=50K
46,Prof-specialty,White,Male,0,0,38,United-States,>50K
50,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
42,Prof-specialty,White,Male,0,0,35,Puerto-Rico,<=50K
36,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
19,Prof-specialty,White,Male,0,0,40,Portugal,<=50K
46,Other-service,Black,Female,0,0,40,United-States,<=50K
19,Other-service,White,Female,0,0,25,United-States,<=50K
19,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
58,Farming-fishing,White,Male,0,0,53,United-States,>50K
17,Sales,White,Male,0,0,30,United-States,<=50K
37,Craft-repair,White,Male,0,0,50,United-States,<=50K
55,Sales,White,Male,0,0,40,United-States,<=50K
39,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
25,Sales,White,Male,0,0,40,United-States,>50K
34,Transport-moving,White,Male,0,0,45,United-States,<=50K
33,Craft-repair,White,Female,0,0,35,United-States,<=50K
51,Machine-op-inspct,Black,Male,3137,0,40,United-States,<=50K
40,Transport-moving,Black,Male,0,0,40,United-States,>50K
20,Sales,White,Male,0,0,30,United-States,<=50K
37,Other-service,White,Male,0,0,42,United-States,<=50K
27,Prof-specialty,White,Female,0,0,70,United-States,<=50K
31,Other-service,White,Male,0,0,40,United-States,>50K
47,Handlers-cleaners,White,Female,0,0,20,Cuba,<=50K
37,Handlers-cleaners,White,Male,0,0,40,El-Salvador,<=50K
25,Exec-managerial,Asian-Pac-Islander,Male,0,0,35,Taiwan,<=50K
34,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
24,Transport-moving,White,Male,0,0,40,United-States,<=50K
32,Exec-managerial,White,Male,0,0,40,United-States,<=50K
36,Prof-specialty,White,Male,0,0,40,United-States,<=50K
37,Craft-repair,White,Male,0,0,40,United-States,<=50K
50,Sales,Asian-Pac-Islander,Male,0,0,60,South,>50K
17,Sales,White,Female,0,0,8,United-States,<=50K
21,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
27,Sales,White,Female,0,0,40,United-States,<=50K
45,Exec-managerial,White,Male,0,0,40,United-States,>50K
24,Sales,White,Female,0,0,40,United-States,<=50K
41,Exec-managerial,White,Male,7298,0,50,United-States,>50K
32,Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
32,Protective-serv,White,Male,2174,0,40,United-States,<=50K
35,Exec-managerial,White,Male,7298,0,50,United-States,>50K
35,Transport-moving,White,Male,0,0,40,United-States,<=50K
50,Adm-clerical,Black,Female,0,0,37,United-States,<=50K
22,Other-service,White,Male,0,0,35,United-States,<=50K
43,Other-service,White,Female,0,0,35,United-States,<=50K
28,Craft-repair,White,Male,0,0,45,United-States,<=50K
61,Adm-clerical,White,Female,0,0,20,United-States,<=50K
55,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
58,Other-service,White,Female,0,0,20,United-States,<=50K
36,Prof-specialty,White,Female,0,0,40,United-States,<=50K
58,Exec-managerial,White,Male,0,0,50,United-States,<=50K
23,Sales,White,Female,0,0,16,United-States,<=50K
55,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
27,Craft-repair,White,Male,0,0,50,United-States,<=50K
19,Sales,White,Female,0,0,40,United-States,<=50K
28,Other-service,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
37,Protective-serv,Black,Male,0,0,40,United-States,<=50K
48,Craft-repair,White,Male,0,0,50,United-States,>50K
64,Tech-support,White,Female,0,0,40,United-States,<=50K
49,Other-service,White,Female,0,0,20,United-States,<=50K
44,Exec-managerial,White,Male,0,1485,40,United-States,>50K
20,Sales,Asian-Pac-Islander,Male,0,0,30,Philippines,<=50K
27,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Handlers-cleaners,White,Male,5013,0,55,United-States,<=50K
59,Other-service,White,Female,0,0,40,United-States,<=50K
24,Prof-specialty,White,Male,0,0,40,United-States,<=50K
20,Other-service,White,Female,0,0,30,United-States,<=50K
73,Adm-clerical,White,Male,0,0,40,Portugal,<=50K
36,Transport-moving,White,Male,0,0,50,United-States,<=50K
47,Craft-repair,White,Male,0,0,40,Dominican-Republic,<=50K
64,Exec-managerial,White,Male,0,0,60,United-States,<=50K
36,Exec-managerial,White,Male,0,0,52,United-States,>50K
27,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
49,Sales,White,Female,0,0,55,England,<=50K
61,Adm-clerical,White,Male,0,2603,32,United-States,<=50K
19,Adm-clerical,White,Female,0,0,20,United-States,<=50K
30,Transport-moving,White,Male,0,0,40,United-States,<=50K
46,Exec-managerial,White,Male,3103,0,37,United-States,>50K
28,Exec-managerial,White,Male,0,0,40,United-States,<=50K
56,Sales,White,Female,0,0,60,Canada,>50K
25,Farming-fishing,White,Male,0,0,96,Mexico,<=50K
27,Tech-support,White,Male,0,0,40,United-States,<=50K
42,Prof-specialty,White,Male,0,0,60,Dominican-Republic,<=50K
26,Craft-repair,White,Male,0,0,40,United-States,<=50K
35,Other-service,Black,Female,0,0,40,United-States,<=50K
46,Exec-managerial,White,Male,0,0,40,United-States,>50K
69,Handlers-cleaners,White,Female,0,0,8,United-States,<=50K
20,Protective-serv,White,Female,0,0,25,United-States,<=50K
44,Other-service,White,Female,0,0,38,Peru,<=50K
47,Transport-moving,White,Male,0,0,40,United-States,<=50K
29,Other-service,Black,Female,0,0,40,United-States,<=50K
47,Prof-specialty,White,Female,0,0,50,United-States,>50K
27,Transport-moving,White,Male,0,0,48,United-States,<=50K
51,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
22,Craft-repair,White,Female,0,0,40,United-States,<=50K
77,Exec-managerial,White,Male,0,0,40,United-States,<=50K
63,Tech-support,White,Male,0,0,18,United-States,>50K
20,Adm-clerical,White,Female,0,0,25,United-States,<=50K
30,Protective-serv,White,Male,0,0,99,United-States,<=50K
57,Prof-specialty,Black,Male,0,0,40,United-States,>50K
55,Adm-clerical,White,Female,0,0,40,United-States,<=50K
22,Sales,White,Male,0,0,42,United-States,<=50K
39,Protective-serv,White,Male,0,1887,60,United-States,>50K
21,Adm-clerical,White,Male,0,0,24,United-States,<=50K
26,Adm-clerical,White,Female,2907,0,40,United-States,<=50K
38,Craft-repair,White,Female,0,0,25,United-States,<=50K
45,Adm-clerical,White,Male,0,1672,40,United-States,<=50K
27,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
27,Handlers-cleaners,White,Male,0,0,30,United-States,<=50K
37,Exec-managerial,Asian-Pac-Islander,Female,0,0,40,Japan,>50K
32,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
28,Prof-specialty,White,Male,0,0,60,United-States,>50K
55,Craft-repair,White,Female,99999,0,37,United-States,>50K
34,Adm-clerical,White,Male,0,0,40,United-States,<=50K
21,Sales,White,Female,0,0,40,United-States,<=50K
34,Sales,White,Female,0,0,40,United-States,<=50K
28,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,India,<=50K
44,Craft-repair,White,Male,0,0,40,United-States,<=50K
24,Exec-managerial,White,Male,0,0,40,United-States,>50K
58,Craft-repair,White,Male,0,0,40,United-States,>50K
55,Prof-specialty,White,Male,0,0,40,United-States,>50K
45,Prof-specialty,White,Male,0,1977,40,United-States,>50K
30,Adm-clerical,White,Male,0,1902,40,United-States,>50K
44,Prof-specialty,White,Female,0,0,60,United-States,<=50K
23,Other-service,White,Female,0,0,30,United-States,<=50K
35,Transport-moving,White,Male,0,0,40,United-States,<=50K
27,Tech-support,White,Female,0,0,30,United-States,<=50K
30,Exec-managerial,White,Male,27828,0,60,United-States,>50K
22,Farming-fishing,White,Male,0,0,48,United-States,<=50K
36,Tech-support,White,Male,27828,0,55,United-States,>50K
23,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
65,Sales,White,Male,0,0,15,United-States,<=50K
20,Transport-moving,White,Male,0,0,40,United-States,<=50K
25,Other-service,White,Male,0,0,40,United-States,<=50K
43,Other-service,White,Female,0,0,26,United-States,<=50K
35,Farming-fishing,White,Male,0,0,40,United-States,<=50K
28,Transport-moving,White,Male,0,0,50,United-States,<=50K
28,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
29,Transport-moving,White,Male,0,0,60,United-States,<=50K
33,Craft-repair,White,Male,0,0,40,United-States,<=50K
65,Transport-moving,White,Male,0,0,35,United-States,<=50K
44,Protective-serv,White,Male,0,0,40,United-States,<=50K
48,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,45,China,<=50K
57,Priv-house-serv,Black,Female,0,0,30,United-States,<=50K
33,Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
29,Prof-specialty,White,Male,27828,0,45,Germany,>50K
36,Craft-repair,White,Male,0,0,40,United-States,<=50K
39,Tech-support,Black,Female,0,0,40,United-States,<=50K
57,Prof-specialty,White,Male,0,0,40,United-States,<=50K
47,Farming-fishing,White,Male,0,0,35,United-States,<=50K
49,Prof-specialty,White,Female,0,0,50,France,<=50K
31,Farming-fishing,White,Male,0,0,25,Mexico,<=50K
44,Prof-specialty,White,Male,0,0,60,United-States,>50K
59,Craft-repair,White,Male,0,0,40,United-States,<=50K
49,Other-service,White,Female,0,0,40,United-States,<=50K
26,Other-service,White,Male,0,0,40,United-States,<=50K
29,Prof-specialty,White,Male,0,0,60,United-States,<=50K
21,Farming-fishing,White,Male,0,0,20,United-States,<=50K
50,Transport-moving,White,Male,0,0,50,United-States,<=50K
40,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
62,Transport-moving,White,Male,0,0,40,United-States,<=50K
33,Sales,White,Male,0,0,40,United-States,<=50K
41,Craft-repair,White,Male,0,2051,60,United-States,<=50K
59,Exec-managerial,White,Female,0,625,38,United-States,<=50K
34,Transport-moving,White,Male,0,0,40,United-States,<=50K
