age,occupation,education,education-num,marital-status,race,sex
54,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
27,Adm-clerical,Some-college,10,Never-married,Black,Female
68,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
58,Adm-clerical,Assoc-acdm,12,Divorced,White,Female
18,Machine-op-inspct,9th,5,Never-married,White,Male
39,Craft-repair,HS-grad,9,Never-married,White,Male
24,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
44,Other-service,Bachelors,13,Divorced,Asian-Pac-Islander,Male
46,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
46,Adm-clerical,Assoc-voc,11,Divorced,White,Female
23,Other-service,Some-college,10,Married-civ-spouse,Black,Male
46,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
20,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
20,Other-service,HS-grad,9,Never-married,Asian-Pac-Islander,Female
29,Machine-op-inspct,HS-grad,9,Never-married,White,Female
47,Other-service,HS-grad,9,Divorced,Black,Female
22,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
52,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
62,Prof-specialty,Masters,14,Never-married,White,Male
57,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
35,Exec-managerial,Doctorate,16,Married-civ-spouse,White,Male
23,Adm-clerical,HS-grad,9,Never-married,White,Female
36,Sales,Assoc-voc,11,Divorced,White,Female
29,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
32,Other-service,HS-grad,9,Divorced,White,Female
24,Exec-managerial,Bachelors,13,Never-married,White,Male
26,Sales,Some-college,10,Never-married,White,Female
38,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
18,Adm-clerical,HS-grad,9,Never-married,Black,Male
20,Adm-clerical,Some-college,10,Never-married,White,Female
48,Exec-managerial,Some-college,10,Divorced,White,Male
37,Sales,HS-grad,9,Married-civ-spouse,White,Male
43,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
19,Sales,Some-college,10,Never-married,White,Female
54,Other-service,1st-4th,2,Married-civ-spouse,White,Male
60,Machine-op-inspct,7th-8th,4,Married-civ-spouse,White,Male
35,Adm-clerical,Some-college,10,Separated,Amer-Indian-Eskimo,Female
28,Prof-specialty,Some-college,10,Divorced,White,Female
66,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
45,Adm-clerical,Some-college,10,Married-spouse-absent,White,Female
71,Farming-fishing,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male
18,Other-service,HS-grad,9,Never-married,White,Female
17,Other-service,10th,6,Never-married,White,Female
37,Sales,Bachelors,13,Married-civ-spouse,White,Male
40,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
34,Exec-managerial,Some-college,10,Never-married,White,Male
51,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
28,Prof-specialty,Bachelors,13,Never-married,White,Female
20,Priv-house-serv,HS-grad,9,Never-married,White,Female
52,Exec-managerial,Some-college,10,Never-married,White,Female
17,Farming-fishing,10th,6,Never-married,White,Male
37,Other-service,HS-grad,9,Divorced,Black,Female
25,Adm-clerical,Some-college,10,Never-married,White,Female
46,Other-service,HS-grad,9,Married-civ-spouse,Black,Female
27,Handlers-cleaners,HS-grad,9,Never-married,White,Male
33,Craft-repair,10th,6,Married-civ-spouse,White,Male
25,Other-service,Masters,14,Separated,White,Female
36,Sales,Bachelors,13,Never-married,Black,Male
33,Craft-repair,Assoc-acdm,12,Never-married,White,Male
45,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
19,Other-service,HS-grad,9,Never-married,White,Female
44,Other-service,HS-grad,9,Never-married,Black,Male
33,Handlers-cleaners,HS-grad,9,Separated,White,Male
41,Other-service,Some-college,10,Divorced,White,Male
43,Sales,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female
29,Sales,Some-college,10,Never-married,White,Male
39,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
28,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Female
39,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
21,Other-service,Some-college,10,Never-married,White,Female
26,Craft-repair,HS-grad,9,Never-married,Asian-Pac-Islander,Male
29,Prof-specialty,Masters,14,Never-married,White,Male
37,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
21,Farming-fishing,HS-grad,9,Separated,White,Male
53,Other-service,1st-4th,2,Married-civ-spouse,White,Male
41,Adm-clerical,Some-college,10,Divorced,White,Female
55,Machine-op-inspct,Bachelors,13,Married-civ-spouse,White,Male
56,Adm-clerical,Some-college,10,Widowed,White,Female
67,Farming-fishing,HS-grad,9,Widowed,White,Male
42,Other-service,HS-grad,9,Married-civ-spouse,White,Male
39,Adm-clerical,HS-grad,9,Separated,White,Female
33,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
24,Craft-repair,Assoc-acdm,12,Separated,Asian-Pac-Islander,Male
25,Priv-house-serv,1st-4th,2,Never-married,White,Female
21,Adm-clerical,HS-grad,9,Never-married,White,Female
44,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
26,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
29,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
25,Farming-fishing,10th,6,Never-married,Amer-Indian-Eskimo,Male
27,Exec-managerial,HS-grad,9,Never-married,White,Female
20,Craft-repair,HS-grad,9,Married-civ-spouse,White,Female
21,Sales,Some-college,10,Never-married,White,Female
18,Other-service,12th,8,Never-married,White,Male
52,Craft-repair,HS-grad,9,Divorced,White,Male
23,Prof-specialty,Some-college,10,Never-married,White,Female
18,Handlers-cleaners,HS-grad,9,Never-married,White,Male
57,Sales,1st-4th,2,Married-civ-spouse,White,Male
19,Adm-clerical,Some-college,10,Never-married,White,Male
49,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
51,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
59,Prof-specialty,Masters,14,Divorced,White,Male
47,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
43,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
29,Prof-specialty,Some-college,10,Divorced,White,Female
58,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
34,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
47,Farming-fishing,Assoc-acdm,12,Never-married,White,Male
31,Exec-managerial,Some-college,10,Never-married,Black,Female
30,Adm-clerical,Some-college,10,Separated,White,Female
20,Adm-clerical,HS-grad,9,Never-married,White,Female
34,Adm-clerical,Some-college,10,Never-married,White,Male
25,Handlers-cleaners,HS-grad,9,Divorced,White,Female
35,Sales,Some-college,10,Never-married,White,Male
23,Craft-repair,10th,6,Never-married,White,Female
24,Exec-managerial,Some-college,10,Never-married,White,Male
31,Prof-specialty,Bachelors,13,Never-married,Other,Male
24,Other-service,Some-college,10,Never-married,White,Female
52,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
34,Protective-serv,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male
35,Sales,Some-college,10,Married-civ-spouse,White,Male
27,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
54,Prof-specialty,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male
38,Sales,Assoc-voc,11,Married-civ-spouse,White,Male
31,Prof-specialty,Doctorate,16,Never-married,White,Female
42,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
44,Exec-managerial,Bachelors,13,Married-spouse-absent,White,Female
47,Adm-clerical,Prof-school,15,Divorced,White,Male
61,Adm-clerical,HS-grad,9,Divorced,Asian-Pac-Islander,Female
33,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
30,Adm-clerical,Some-college,10,Divorced,White,Female
22,Tech-support,Some-college,10,Married-spouse-absent,White,Male
39,Other-service,HS-grad,9,Divorced,Other,Female
40,Sales,Masters,14,Married-civ-spouse,White,Male
43,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
64,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Male
35,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
39,Other-service,Assoc-voc,11,Married-civ-spouse,White,Male
17,Handlers-cleaners,10th,6,Never-married,White,Male
59,Sales,HS-grad,9,Married-civ-spouse,White,Male
36,Handlers-cleaners,9th,5,Divorced,White,Male
42,Craft-repair,5th-6th,3,Married-civ-spouse,White,Male
58,Adm-clerical,Assoc-voc,11,Divorced,White,Female
55,Transport-moving,7th-8th,4,Married-civ-spouse,White,Male
42,Farming-fishing,Prof-school,15,Married-civ-spouse,White,Male
51,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
50,Other-service,HS-grad,9,Separated,White,Female
27,Exec-managerial,Bachelors,13,Never-married,White,Female
58,Prof-specialty,Doctorate,16,Never-married,White,Female
31,Prof-specialty,Bachelors,13,Never-married,White,Male
64,Prof-specialty,Masters,14,Married-civ-spouse,White,Female
38,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
32,Adm-clerical,Some-college,10,Never-married,White,Female
28,Adm-clerical,11th,7,Married-civ-spouse,White,Female
39,Prof-specialty,Masters,14,Married-civ-spouse,White,Female
18,Adm-clerical,Some-college,10,Never-married,White,Male
26,Adm-clerical,HS-grad,9,Never-married,Black,Female
28,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
18,Handlers-cleaners,11th,7,Never-married,White,Male
28,Sales,Masters,14,Married-spouse-absent,White,Female
48,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
39,Sales,HS-grad,9,Married-civ-spouse,White,Male
32,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
38,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
40,Exec-managerial,Bachelors,13,Divorced,White,Female
21,Craft-repair,Some-college,10,Never-married,White,Male
33,Other-service,HS-grad,9,Separated,Asian-Pac-Islander,Female
27,Craft-repair,7th-8th,4,Married-civ-spouse,White,Male
39,Prof-specialty,Bachelors,13,Never-married,White,Female
25,Prof-specialty,Bachelors,13,Never-married,Asian-Pac-Islander,Male
39,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
39,Craft-repair,Some-college,10,Divorced,White,Male
43,Adm-clerical,HS-grad,9,Never-married,White,Male
29,Handlers-cleaners,HS-grad,9,Never-married,White,Male
20,Prof-specialty,Some-college,10,Never-married,White,Female
36,Exec-managerial,Bachelors,13,Divorced,White,Male
35,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
54,Craft-repair,Masters,14,Never-married,White,Female
36,Tech-support,Assoc-acdm,12,Married-civ-spouse,White,Male
35,Craft-repair,HS-grad,9,Divorced,Amer-Indian-Eskimo,Male
47,Craft-repair,HS-grad,9,Married-civ-spouse,Black,Male
24,Prof-specialty,Bachelors,13,Never-married,White,Male
24,Prof-specialty,Bachelors,13,Never-married,Black,Male
57,Craft-repair,HS-grad,9,Widowed,White,Male
46,Adm-clerical,HS-grad,9,Married-civ-spouse,Black,Male
60,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
54,Other-service,HS-grad,9,Married-civ-spouse,White,Male
25,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
34,Other-service,Some-college,10,Divorced,Black,Female
72,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
18,Other-service,HS-grad,9,Never-married,White,Male
39,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
45,Prof-specialty,Bachelors,13,Never-married,White,Male
17,Adm-clerical,12th,8,Never-married,White,Female
47,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
20,Transport-moving,HS-grad,9,Never-married,White,Male
30,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
36,Exec-managerial,Bachelors,13,Divorced,White,Female
36,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Female
42,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
35,Farming-fishing,HS-grad,9,Never-married,Other,Male
27,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
70,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
41,Handlers-cleaners,HS-grad,9,Divorced,White,Male
29,Other-service,10th,6,Never-married,White,Male
24,Prof-specialty,Bachelors,13,Never-married,White,Male
59,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
32,Sales,Assoc-voc,11,Divorced,White,Male
56,Sales,HS-grad,9,Married-civ-spouse,White,Male
23,Adm-clerical,Some-college,10,Never-married,Asian-Pac-Islander,Female
50,Prof-specialty,Some-college,10,Widowed,White,Male
26,Sales,Bachelors,13,Never-married,White,Female
32,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
33,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
42,Tech-support,11th,7,Never-married,White,Male
24,Machine-op-inspct,Some-college,10,Married-civ-spouse,Other,Female
43,Adm-clerical,Some-college,10,Never-married,Black,Female
24,Handlers-cleaners,HS-grad,9,Never-married,White,Male
38,Exec-managerial,Bachelors,13,Never-married,Asian-Pac-Islander,Male
22,Adm-clerical,Some-college,10,Never-married,White,Female
44,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
20,Other-service,Some-college,10,Never-married,White,Male
42,Farming-fishing,Masters,14,Married-civ-spouse,White,Male
29,Adm-clerical,Bachelors,13,Never-married,White,Female
24,Sales,HS-grad,9,Never-married,White,Female
40,Tech-support,Some-college,10,Married-civ-spouse,White,Female
17,Sales,10th,6,Never-married,White,Female
45,Sales,HS-grad,9,Married-civ-spouse,White,Male
27,Farming-fishing,HS-grad,9,Never-married,White,Male
50,Exec-managerial,Bachelors,13,Divorced,White,Male
26,Farming-fishing,HS-grad,9,Divorced,Asian-Pac-Islander,Male
61,Sales,Some-college,10,Married-civ-spouse,White,Male
29,Craft-repair,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male
34,Exec-managerial,Bachelors,13,Never-married,White,Female
59,Sales,Some-college,10,Married-civ-spouse,White,Male
50,Exec-managerial,HS-grad,9,Divorced,White,Female
27,Adm-clerical,Some-college,10,Never-married,White,Female
22,Other-service,HS-grad,9,Never-married,White,Male
47,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
50,Sales,Bachelors,13,Married-civ-spouse,White,Male
44,Transport-moving,HS-grad,9,Divorced,White,Male
35,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
26,Adm-clerical,Bachelors,13,Never-married,Black,Female
34,Sales,Some-college,10,Married-civ-spouse,White,Female
42,Craft-repair,HS-grad,9,Never-married,White,Male
46,Sales,Some-college,10,Separated,White,Male
38,Adm-clerical,Some-college,10,Divorced,White,Female
28,Exec-managerial,Some-college,10,Never-married,White,Male
36,Protective-serv,HS-grad,9,Married-civ-spouse,White,Male
24,Machine-op-inspct,Bachelors,13,Never-married,White,Female
34,Protective-serv,Bachelors,13,Married-civ-spouse,White,Male
44,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
43,Adm-clerical,Some-college,10,Divorced,White,Female
53,Craft-repair,HS-grad,9,Separated,White,Male
46,Farming-fishing,Some-college,10,Married-civ-spouse,White,Female
46,Prof-specialty,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
38,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
29,Sales,Some-college,10,Never-married,White,Female
29,Protective-serv,HS-grad,9,Never-married,Asian-Pac-Islander,Male
23,Craft-repair,Some-college,10,Never-married,White,Male
22,Other-service,HS-grad,9,Never-married,White,Male
33,Other-service,Assoc-acdm,12,Divorced,White,Male
49,Other-service,HS-grad,9,Separated,White,Female
36,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
60,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
59,Craft-repair,10th,6,Married-civ-spouse,White,Male
29,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
37,Prof-specialty,Assoc-voc,11,Divorced,White,Female
64,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
21,Craft-repair,HS-grad,9,Never-married,White,Male
60,Craft-repair,5th-6th,3,Married-civ-spouse,White,Male
59,Sales,Assoc-voc,11,Married-civ-spouse,White,Male
17,Protective-serv,11th,7,Never-married,White,Female
39,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
25,Machine-op-inspct,11th,7,Never-married,Black,Female
17,Handlers-cleaners,12th,8,Never-married,White,Male
34,Transport-moving,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male
45,Adm-clerical,HS-grad,9,Divorced,White,Female
26,Craft-repair,Bachelors,13,Never-married,White,Male
19,Craft-repair,HS-grad,9,Never-married,White,Female
21,Craft-repair,Some-college,10,Never-married,White,Male
45,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
35,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
31,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
47,Sales,HS-grad,9,Married-civ-spouse,White,Male
28,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
51,Exec-managerial,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female
51,Adm-clerical,Bachelors,13,Divorced,White,Female
18,Exec-managerial,11th,7,Never-married,White,Male
40,Sales,7th-8th,4,Separated,White,Female
28,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Male
30,Adm-clerical,Assoc-voc,11,Married-spouse-absent,White,Female
60,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
33,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
51,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
70,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
41,Tech-support,Assoc-acdm,12,Married-civ-spouse,White,Male
31,Craft-repair,HS-grad,9,Divorced,White,Male
32,Sales,Some-college,10,Never-married,White,Male
29,Sales,Masters,14,Married-civ-spouse,White,Male
53,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
25,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Female
19,Sales,Some-college,10,Never-married,White,Female
19,Adm-clerical,HS-grad,9,Never-married,White,Female
43,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
39,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
28,Machine-op-inspct,7th-8th,4,Married-civ-spouse,Asian-Pac-Islander,Female
18,Handlers-cleaners,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male
17,Sales,10th,6,Never-married,White,Female
57,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
37,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Female
43,Transport-moving,Some-college,10,Separated,White,Male
28,Handlers-cleaners,11th,7,Married-civ-spouse,White,Male
32,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
42,Prof-specialty,Masters,14,Never-married,White,Female
37,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
43,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
27,Exec-managerial,Bachelors,13,Never-married,White,Female
49,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
21,Other-service,Some-college,10,Never-married,White,Female
61,Adm-clerical,HS-grad,9,Divorced,Black,Female
35,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
30,Prof-specialty,Prof-school,15,Married-civ-spouse,Black,Male
47,Adm-clerical,Assoc-acdm,12,Married-civ-spouse,Black,Male
25,Exec-managerial,Bachelors,13,Never-married,White,Male
32,Other-service,Bachelors,13,Never-married,Other,Male
31,Exec-managerial,Some-college,10,Never-married,White,Male
27,Craft-repair,Some-college,10,Never-married,White,Male
21,Adm-clerical,Some-college,10,Never-married,White,Female
23,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
41,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
52,Tech-support,Bachelors,13,Married-civ-spouse,Black,Male
54,Machine-op-inspct,HS-grad,9,Widowed,White,Male
60,Sales,HS-grad,9,Married-civ-spouse,White,Male
46,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
21,Tech-support,Some-college,10,Never-married,White,Female
26,Handlers-cleaners,Some-college,10,Never-married,White,Male
25,Adm-clerical,HS-grad,9,Never-married,Black,Female
38,Transport-moving,Masters,14,Married-civ-spouse,White,Male
36,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
33,Machine-op-inspct,10th,6,Married-civ-spouse,White,Male
40,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
55,Exec-managerial,HS-grad,9,Divorced,White,Female
37,Handlers-cleaners,HS-grad,9,Never-married,White,Male
27,Prof-specialty,Bachelors,13,Never-married,White,Male
62,Other-service,9th,5,Widowed,Black,Female
36,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
24,Exec-managerial,Some-college,10,Never-married,White,Male
47,Sales,Assoc-voc,11,Married-civ-spouse,White,Male
23,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
49,Adm-clerical,HS-grad,9,Divorced,White,Female
37,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
24,Adm-clerical,HS-grad,9,Never-married,White,Male
20,Adm-clerical,Some-college,10,Never-married,White,Female
47,Adm-clerical,HS-grad,9,Divorced,White,Female
56,Adm-clerical,9th,5,Divorced,White,Male
29,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
21,Adm-clerical,Some-college,10,Never-married,Black,Female
45,Protective-serv,HS-grad,9,Widowed,White,Male
36,Adm-clerical,Some-college,10,Married-civ-spouse,Amer-Indian-Eskimo,Male
46,Prof-specialty,Doctorate,16,Never-married,White,Female
40,Exec-managerial,Some-college,10,Divorced,Black,Female
32,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
36,Exec-managerial,Some-college,10,Married-civ-spouse,White,Female
20,Handlers-cleaners,Some-college,10,Never-married,White,Male
35,Sales,HS-grad,9,Divorced,White,Female
17,Other-service,11th,7,Never-married,White,Female
32,Craft-repair,Assoc-voc,11,Never-married,White,Female
50,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
22,Handlers-cleaners,HS-grad,9,Never-married,White,Male
48,Machine-op-inspct,Some-college,10,Divorced,White,Male
18,Sales,12th,8,Never-married,White,Female
33,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
39,Machine-op-inspct,HS-grad,9,Separated,White,Female
50,Sales,HS-grad,9,Married-civ-spouse,White,Male
41,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
33,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
30,Other-service,HS-grad,9,Divorced,White,Female
29,Sales,Bachelors,13,Married-civ-spouse,White,Male
34,Craft-repair,7th-8th,4,Never-married,White,Male
39,Other-service,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male
31,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Female
26,Adm-clerical,Assoc-voc,11,Never-married,White,Female
38,Exec-managerial,Some-college,10,Separated,White,Male
50,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
60,Other-service,HS-grad,9,Widowed,Black,Female
52,Exec-managerial,Prof-school,15,Married-civ-spouse,White,Male
22,Adm-clerical,HS-grad,9,Never-married,Black,Female
48,Exec-managerial,Some-college,10,Married-civ-spouse,White,Female
64,Craft-repair,7th-8th,4,Married-civ-spouse,White,Male
24,Prof-specialty,Masters,14,Never-married,Black,Female
38,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
33,Exec-managerial,Bachelors,13,Separated,Black,Female
30,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
29,Transport-moving,HS-grad,9,Married-civ-spouse,Black,Male
27,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
28,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
49,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
61,Farming-fishing,HS-grad,9,Divorced,White,Female
39,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
22,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
55,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
21,Farming-fishing,Assoc-voc,11,Married-civ-spouse,White,Male
38,Sales,Bachelors,13,Married-civ-spouse,White,Female
29,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
45,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
53,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
24,Other-service,HS-grad,9,Separated,White,Female
36,Machine-op-inspct,HS-grad,9,Married-civ-spouse,Black,Male
33,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
31,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
36,Sales,Masters,14,Married-civ-spouse,White,Male
30,Sales,Bachelors,13,Married-civ-spouse,White,Male
26,Handlers-cleaners,Bachelors,13,Never-married,White,Male
24,Transport-moving,HS-grad,9,Never-married,White,Female
41,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
31,Adm-clerical,HS-grad,9,Divorced,White,Female
20,Adm-clerical,HS-grad,9,Never-married,White,Female
30,Handlers-cleaners,HS-grad,9,Never-married,White,Male
19,Sales,Some-college,10,Separated,White,Female
52,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
45,Prof-specialty,Bachelors,13,Never-married,White,Male
59,Prof-specialty,Bachelors,13,Widowed,White,Female
69,Sales,HS-grad,9,Married-civ-spouse,White,Female
29,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
48,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
59,Other-service,9th,5,Widowed,Black,Female
36,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
39,Prof-specialty,Some-college,10,Never-married,White,Male
60,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
45,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
19,Adm-clerical,Some-college,10,Never-married,White,Male
43,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
27,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
24,Handlers-cleaners,Assoc-acdm,12,Never-married,White,Male
53,Prof-specialty,Masters,14,Divorced,White,Female
21,Adm-clerical,Some-college,10,Never-married,White,Female
36,Transport-moving,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male
27,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
60,Adm-clerical,HS-grad,9,Never-married,Black,Female
59,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
49,Craft-repair,HS-grad,9,Married-civ-spouse,White,Female
41,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
73,Sales,HS-grad,9,Married-civ-spouse,White,Male
32,Tech-support,Some-college,10,Married-civ-spouse,White,Male
39,Sales,Bachelors,13,Married-civ-spouse,White,Male
39,Transport-moving,11th,7,Married-civ-spouse,White,Male
31,Machine-op-inspct,10th,6,Married-civ-spouse,White,Male
20,Other-service,Some-college,10,Never-married,White,Female
26,Prof-specialty,Masters,14,Never-married,White,Male
42,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
32,Other-service,HS-grad,9,Never-married,White,Male
34,Adm-clerical,Masters,14,Married-civ-spouse,White,Male
43,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
26,Other-service,Assoc-voc,11,Never-married,White,Female
58,Other-service,5th-6th,3,Divorced,Black,Female
51,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
46,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
23,Handlers-cleaners,HS-grad,9,Never-married,White,Male
60,Other-service,HS-grad,9,Divorced,Black,Female
31,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
20,Protective-serv,HS-grad,9,Married-civ-spouse,Black,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
36,Exec-managerial,Assoc-voc,11,Separated,White,Male
40,Craft-repair,HS-grad,9,Divorced,White,Male
