,age,education,race,sex
18352,47,Bachelors,White,Male
18353,40,Some-college,White,Female
18354,45,HS-grad,White,Female
18355,43,HS-grad,Black,Female
18356,22,9th,White,Male
18357,50,Doctorate,White,Male
18358,72,Some-college,White,Male
18359,29,Bachelors,White,Male
18360,47,Bachelors,White,Male
18361,24,HS-grad,White,Male
18362,22,Some-college,White,Male
18363,21,HS-grad,White,Female
18364,30,HS-grad,White,Male
18365,37,Some-college,White,Female
18366,74,Prof-school,White,Male
18367,70,Some-college,White,Male
18368,27,Assoc-voc,White,Male
18369,32,Bachelors,Asian-Pac-Islander,Female
18370,30,11th,White,Male
18371,29,Assoc-voc,White,Male
18372,18,11th,White,Male
18373,31,HS-grad,White,Male
18374,39,Some-college,White,Male
18375,21,Some-college,White,Female
18376,31,HS-grad,White,Male
18377,33,Some-college,White,Male
18378,39,Prof-school,White,Male
18379,29,HS-grad,White,Male
18380,34,Some-college,White,Male
18381,52,Bachelors,White,Female
18382,35,HS-grad,White,Male
18383,33,10th,White,Male
18384,40,9th,White,Female
18385,43,Bachelors,Asian-Pac-Islander,Male
18386,66,1st-4th,Black,Male
18387,51,Bachelors,White,Male
18388,36,HS-grad,White,Female
18389,17,11th,White,Female
18390,32,HS-grad,White,Male
18391,39,HS-grad,Black,Female
18392,19,Some-college,White,Male
18393,54,11th,White,Male
18394,45,Bachelors,White,Male
18395,47,Bachelors,Black,Female
18396,49,HS-grad,White,Male
18397,32,HS-grad,White,Female
18398,28,HS-grad,White,Male
18399,39,Bachelors,White,Male
18400,27,HS-grad,White,Male
18401,42,Masters,White,Female
18402,24,Bachelors,White,Male
18403,45,Bachelors,White,Male
18404,19,HS-grad,White,Male
18405,46,10th,White,Male
18406,50,HS-grad,White,Male
18407,32,HS-grad,White,Female
18408,47,Prof-school,White,Male
18409,69,Bachelors,White,Male
18410,43,HS-grad,White,Male
18411,29,Bachelors,White,Male
18412,43,Prof-school,Asian-Pac-Islander,Male
18413,90,Bachelors,White,Female
18414,41,Prof-school,White,Female
18415,24,Preschool,White,Male
18416,24,Some-college,White,Male
18417,24,Some-college,White,Female
18418,35,HS-grad,White,Female
18419,30,Bachelors,White,Male
18420,46,Bachelors,White,Female
18421,19,Some-college,White,Female
18422,39,9th,White,Male
18423,43,HS-grad,White,Male
18424,35,HS-grad,White,Female
18425,65,HS-grad,White,Female
18426,34,HS-grad,White,Male
18427,41,Assoc-voc,White,Male
18428,24,Some-college,White,Male
18429,24,HS-grad,Amer-Indian-Eskimo,Male
18430,34,Masters,White,Female
18431,33,HS-grad,White,Male
18432,37,HS-grad,White,Male
18433,39,HS-grad,White,Male
18434,58,HS-grad,White,Female
18435,36,HS-grad,White,Male
18436,33,Some-college,White,Female
18437,42,Masters,White,Male
18438,31,Some-college,Black,Male
18439,57,HS-grad,White,Male
18440,67,HS-grad,White,Male
18441,23,HS-grad,White,Male
18442,35,Some-college,Amer-Indian-Eskimo,Male
18443,43,Bachelors,White,Male
18444,39,Some-college,White,Male
18445,36,HS-grad,White,Male
18446,29,Assoc-acdm,White,Female
18447,25,HS-grad,White,Male
18448,54,10th,Black,Male
18449,24,HS-grad,White,Male
18450,50,Bachelors,Asian-Pac-Islander,Male
18451,70,10th,White,Male
18452,61,Bachelors,Black,Male
18453,51,Bachelors,White,Male
18454,38,Masters,White,Male
18455,51,HS-grad,White,Female
18456,28,HS-grad,White,Male
18457,66,Prof-school,White,Male
18458,57,HS-grad,White,Male
18459,44,Bachelors,Asian-Pac-Islander,Male
18460,29,Some-college,White,Female
18461,21,Some-college,Black,Female
18462,42,10th,Other,Male
18463,74,Prof-school,White,Male
18464,50,Some-college,White,Female
18465,65,HS-grad,White,Female
18466,64,HS-grad,White,Female
18467,44,11th,Black,Female
18468,34,Assoc-voc,White,Male
18469,17,10th,White,Male
18470,17,10th,White,Female
18471,43,Some-college,White,Male
18472,32,Assoc-acdm,White,Female
18473,54,Bachelors,White,Male
18474,20,Some-college,White,Female
18475,23,Some-college,White,Male
18476,34,HS-grad,White,Male
18477,30,Some-college,White,Male
18478,32,7th-8th,White,Male
18479,40,Bachelors,White,Male
18480,28,Some-college,Black,Male
18481,44,HS-grad,White,Male
18482,29,Assoc-voc,White,Female
18483,28,Doctorate,White,Male
18484,37,Some-college,White,Male
18485,56,Some-college,White,Male
18486,27,Bachelors,White,Male
18487,34,HS-grad,White,Female
18488,37,HS-grad,White,Male
18489,66,Bachelors,White,Male
18490,19,HS-grad,White,Male
18491,60,Assoc-voc,White,Female
18492,54,Some-college,White,Male
18493,47,HS-grad,White,Male
18494,47,Some-college,White,Male
18495,48,Assoc-voc,White,Male
18496,57,HS-grad,White,Male
18497,50,Some-college,White,Male
18498,62,9th,Black,Female
18499,45,Some-college,White,Male
18500,55,HS-grad,White,Male
18501,62,HS-grad,White,Female
18502,25,10th,White,Male
18503,49,11th,White,Female
18504,32,Some-college,Black,Female
18505,25,HS-grad,Amer-Indian-Eskimo,Male
18506,39,Some-college,White,Male
18507,27,Some-college,White,Male
18508,43,HS-grad,Black,Male
18509,30,HS-grad,Asian-Pac-Islander,Female
18510,21,Some-college,White,Female
18511,33,Prof-school,White,Female
18512,33,Some-college,White,Male
18513,33,11th,Black,Female
18514,70,7th-8th,White,Female
18515,25,Some-college,Black,Male
18516,17,11th,White,Male
18517,20,Some-college,White,Male
18518,19,Some-college,Black,Male
18519,71,Some-college,White,Male
18520,31,Assoc-acdm,White,Male
18521,26,Bachelors,White,Male
18522,52,Masters,White,Male
18523,26,Bachelors,White,Female
18524,38,HS-grad,White,Male
18525,25,Some-college,White,Male
18526,22,Bachelors,White,Female
18527,48,Some-college,White,Male
18528,53,HS-grad,White,Male
18529,30,Assoc-acdm,White,Male
18530,44,Some-college,White,Male
18531,32,Bachelors,Asian-Pac-Islander,Male
18532,59,11th,White,Male
18533,49,Some-college,Black,Female
18534,65,HS-grad,Amer-Indian-Eskimo,Male
18535,31,HS-grad,White,Male
18536,53,5th-6th,Other,Male
18537,44,9th,White,Male
18538,36,Bachelors,Asian-Pac-Islander,Male
18539,36,HS-grad,White,Female
18540,37,9th,White,Male
18541,63,Bachelors,White,Male
18542,67,HS-grad,White,Female
18543,29,Bachelors,Black,Male
18544,52,HS-grad,White,Male
18545,37,HS-grad,White,Male
18546,21,Some-college,White,Female
18547,36,Some-college,Black,Female
18548,24,HS-grad,Black,Female
18549,31,HS-grad,Black,Male
18550,54,HS-grad,White,Female
18551,44,Bachelors,White,Male
18552,18,Some-college,Other,Male
18553,41,HS-grad,White,Female
18554,37,Masters,White,Female
18555,30,HS-grad,Black,Male
18556,26,Bachelors,Asian-Pac-Islander,Male
18557,68,Doctorate,White,Male
18558,31,Some-college,White,Male
18559,48,HS-grad,White,Male
18560,80,HS-grad,White,Male
18561,26,Some-college,Black,Male
18562,63,9th,White,Male
18563,19,Some-college,White,Male
18564,30,Some-college,White,Female
18565,42,HS-grad,White,Male
18566,64,Assoc-acdm,Asian-Pac-Islander,Male
18567,32,Bachelors,White,Male
18568,50,HS-grad,White,Male
18569,73,HS-grad,Asian-Pac-Islander,Male
18570,32,Bachelors,Black,Female
18571,53,Some-college,White,Male
18572,58,Bachelors,White,Male
18573,37,Some-college,White,Male
18574,24,Some-college,White,Male
18575,53,Bachelors,White,Male
18576,23,Some-college,Other,Female
18577,42,Assoc-acdm,White,Female
18578,30,HS-grad,White,Female
18579,38,Bachelors,White,Female
18580,28,HS-grad,White,Male
18581,19,12th,White,Female
18582,45,HS-grad,Black,Male
18583,26,Bachelors,White,Male
18584,33,9th,White,Female
18585,29,HS-grad,White,Male
18586,54,Masters,White,Female
18587,23,Some-college,White,Female
18588,43,HS-grad,White,Male
18589,37,9th,White,Female
18590,31,7th-8th,White,Male
18591,56,12th,White,Male
18592,25,11th,White,Male
18593,17,11th,Black,Female
18594,37,HS-grad,White,Female
18595,60,Assoc-voc,White,Male
18596,59,Bachelors,White,Female
18597,59,HS-grad,White,Male
18598,46,Prof-school,White,Male
18599,28,HS-grad,White,Male
18600,33,HS-grad,White,Male
18601,24,HS-grad,White,Male
18602,29,HS-grad,White,Female
18603,33,Assoc-voc,White,Female
18604,29,HS-grad,White,Male
18605,23,Some-college,White,Male
18606,20,Some-college,White,Male
18607,60,HS-grad,White,Female
18608,44,10th,Other,Female
18609,18,HS-grad,White,Male
18610,52,12th,Black,Female
18611,31,HS-grad,White,Male
18612,30,Bachelors,White,Female
18613,33,HS-grad,White,Male
18614,20,Some-college,White,Female
18615,27,Bachelors,Black,Female
18616,33,Assoc-voc,Black,Female
18617,25,HS-grad,Black,Female
18618,63,HS-grad,White,Female
18619,63,Some-college,White,Male
18620,43,HS-grad,White,Female
18621,58,11th,White,Female
18622,70,Assoc-voc,White,Female
18623,35,Assoc-voc,White,Female
18624,42,Some-college,White,Male
18625,20,Some-college,White,Male
18626,35,HS-grad,White,Male
18627,62,9th,White,Male
18628,41,HS-grad,White,Female
18629,43,Bachelors,White,Female
18630,19,12th,White,Male
18631,46,HS-grad,White,Female
18632,47,Bachelors,White,Male
18633,36,Bachelors,White,Male
18634,45,Assoc-acdm,Black,Female
18635,48,10th,White,Male
18636,29,Assoc-acdm,Asian-Pac-Islander,Female
18637,48,Bachelors,White,Male
18638,36,HS-grad,Black,Female
18639,58,11th,White,Male
18640,43,HS-grad,Black,Female
18641,59,Bachelors,White,Male
18642,42,Bachelors,White,Male
18643,33,Assoc-voc,White,Male
18644,23,Some-college,White,Male
18645,21,Some-college,White,Male
18646,48,5th-6th,Other,Female
18647,32,HS-grad,White,Male
18648,31,Some-college,White,Male
18649,66,Masters,White,Female
18650,23,Bachelors,White,Male
18651,52,Some-college,White,Female
18652,17,11th,White,Male
18653,35,Some-college,White,Male
18654,39,Doctorate,White,Male
18655,21,Some-college,White,Female
18656,24,Some-college,White,Female
18657,45,HS-grad,Asian-Pac-Islander,Male
18658,25,HS-grad,White,Male
18659,29,Bachelors,Black,Male
18660,56,Bachelors,White,Male
18661,34,HS-grad,White,Male
18662,64,HS-grad,White,Male
18663,27,HS-grad,White,Male
18664,47,HS-grad,White,Male
18665,36,Bachelors,White,Male
18666,44,HS-grad,White,Male
18667,31,HS-grad,Black,Female
18668,23,HS-grad,White,Female
18669,45,Some-college,White,Male
18670,31,HS-grad,White,Male
18671,45,10th,White,Male
18672,42,HS-grad,Black,Female
18673,33,Assoc-acdm,White,Male
18674,33,Masters,White,Female
18675,30,Some-college,White,Female
18676,25,Some-college,White,Male
18677,33,Masters,White,Female
18678,70,Masters,White,Male
18679,22,9th,White,Male
18680,30,Bachelors,White,Male
18681,46,Assoc-acdm,White,Male
18682,43,12th,White,Male
18683,37,7th-8th,White,Female
18684,59,Some-college,White,Male
18685,51,HS-grad,White,Male
18686,47,Bachelors,Asian-Pac-Islander,Male
18687,36,Some-college,White,Male
18688,73,5th-6th,White,Male
18689,32,Masters,White,Female
18690,34,HS-grad,White,Male
18691,51,HS-grad,Amer-Indian-Eskimo,Male
18692,20,HS-grad,White,Female
18693,57,Some-college,Other,Male
18694,19,Some-college,White,Male
18695,45,12th,White,Male
18696,55,10th,White,Male
18697,60,Some-college,Amer-Indian-Eskimo,Male
18698,19,HS-grad,White,Male
18699,35,HS-grad,White,Male
18700,20,HS-grad,White,Female
18701,34,Bachelors,Black,Male
18702,26,Prof-school,White,Male
18703,73,Some-college,White,Female
18704,27,Masters,White,Male
18705,37,Assoc-voc,White,Male
18706,73,HS-grad,White,Male
18707,46,Assoc-voc,White,Male
18708,36,HS-grad,White,Male
18709,54,HS-grad,White,Male
18710,49,11th,White,Male
18711,68,HS-grad,White,Male
18712,34,Bachelors,White,Male
18713,30,Assoc-voc,Black,Male
18714,28,Bachelors,White,Male
18715,28,11th,White,Male
18716,25,Some-college,White,Male
18717,26,Some-college,Asian-Pac-Islander,Male
18718,40,Some-college,White,Male
18719,32,HS-grad,White,Female
18720,60,11th,Black,Female
18721,18,12th,White,Female
18722,36,Bachelors,Black,Male
18723,26,Bachelors,White,Female
18724,24,HS-grad,White,Female
18725,90,HS-grad,White,Male
18726,20,Some-college,White,Female
18727,27,Bachelors,White,Male
18728,58,Bachelors,White,Female
18729,37,Masters,White,Male
18730,65,HS-grad,White,Female
18731,28,HS-grad,White,Male
18732,36,Bachelors,White,Female
18733,45,HS-grad,White,Male
18734,23,HS-grad,White,Male
18735,69,HS-grad,White,Male
18736,58,HS-grad,White,Male
18737,22,HS-grad,White,Male
18738,58,Bachelors,White,Male
18739,53,Some-college,White,Male
18740,44,HS-grad,White,Male
18741,31,10th,White,Male
18742,46,Bachelors,Other,Female
18743,48,HS-grad,White,Male
18744,46,Some-college,White,Female
18745,43,9th,Black,Female
18746,43,Some-college,White,Female
18747,17,10th,White,Male
18748,20,Some-college,White,Male
18749,22,Some-college,White,Female
18750,19,Some-college,White,Male
18751,35,Some-college,White,Female
18752,29,Bachelors,White,Male
18753,18,Some-college,White,Female
18754,25,HS-grad,White,Male
18755,54,10th,White,Male
18756,23,Some-college,White,Female
18757,36,5th-6th,Other,Female
18758,26,HS-grad,White,Male
18759,25,HS-grad,White,Male
18760,46,9th,White,Female
18761,41,Some-college,White,Female
18762,31,HS-grad,White,Male
18763,48,Masters,White,Male
18764,52,Masters,Black,Female
18765,22,HS-grad,White,Male
18766,18,HS-grad,White,Male
18767,46,Some-college,White,Female
18768,34,Some-college,White,Male
18769,30,HS-grad,Amer-Indian-Eskimo,Male
18770,31,11th,White,Male
18771,21,HS-grad,White,Male
18772,41,HS-grad,White,Male
18773,45,Bachelors,White,Male
18774,30,Bachelors,White,Male
18775,21,9th,White,Male
18776,44,Some-college,White,Female
18777,54,11th,White,Female
18778,36,HS-grad,White,Male
18779,50,Bachelors,White,Male
18780,26,Bachelors,Black,Female
18781,47,Prof-school,White,Male
18782,36,HS-grad,White,Male
18783,32,Some-college,Amer-Indian-Eskimo,Male
18784,21,10th,White,Female
18785,30,HS-grad,White,Male
18786,34,HS-grad,White,Female
18787,51,HS-grad,White,Male
18788,55,10th,White,Male
18789,43,Some-college,White,Male
18790,37,HS-grad,Amer-Indian-Eskimo,Male
18791,28,Some-college,White,Female
18792,39,Some-college,White,Male
18793,35,HS-grad,White,Male
18794,59,Masters,White,Male
18795,26,HS-grad,White,Male
18796,68,HS-grad,White,Male
18797,46,Prof-school,White,Male
18798,21,HS-grad,White,Male
18799,23,Some-college,White,Female
18800,17,10th,White,Female
18801,23,HS-grad,White,Female
18802,34,HS-grad,White,Male
18803,33,Assoc-acdm,White,Female
18804,31,Assoc-acdm,White,Male
18805,31,Bachelors,White,Female
18806,56,HS-grad,White,Male
18807,21,HS-grad,White,Female
18808,45,HS-grad,Asian-Pac-Islander,Female
18809,41,Bachelors,White,Male
18810,26,10th,White,Female
18811,41,11th,White,Female
18812,46,Masters,White,Male
18813,47,HS-grad,Asian-Pac-Islander,Female
18814,43,Prof-school,White,Male
18815,35,HS-grad,White,Male
18816,44,HS-grad,White,Male
18817,58,Bachelors,White,Male
18818,25,Assoc-acdm,White,Female
18819,44,Assoc-voc,White,Male
18820,57,Some-college,White,Male
18821,24,Some-college,White,Male
18822,38,Bachelors,White,Female
18823,33,7th-8th,White,Male
18824,25,Some-college,White,Female
18825,33,HS-grad,White,Male
18826,50,Some-college,White,Male
18827,35,HS-grad,White,Male
18828,36,Bachelors,White,Male
18829,27,Some-college,White,Female
18830,22,Assoc-voc,White,Male
18831,30,HS-grad,White,Male
18832,90,Masters,White,Female
18833,39,HS-grad,Black,Male
18834,34,Bachelors,White,Male
18835,39,Bachelors,White,Male
18836,19,Some-college,White,Female
18837,19,10th,White,Male
18838,29,HS-grad,White,Male
18839,66,Assoc-acdm,White,Male
18840,38,Some-college,White,Male
18841,44,5th-6th,White,Male
18842,34,7th-8th,White,Male
18843,35,Assoc-acdm,White,Female
18844,29,Bachelors,White,Male
18845,22,HS-grad,Black,Male
18846,33,Some-college,White,Male
18847,73,Assoc-voc,White,Male
18848,35,Some-college,White,Male
18849,41,HS-grad,White,Male
18850,27,Some-college,White,Female
18851,25,HS-grad,White,Male
18852,47,Bachelors,White,Male
18853,36,Bachelors,White,Female
18854,36,1st-4th,White,Female
18855,25,HS-grad,White,Female
18856,37,11th,White,Male
18857,26,Bachelors,White,Male
18858,53,Some-college,White,Male
18859,36,Masters,White,Female
18860,30,Bachelors,White,Female
18861,53,Some-college,White,Female
18862,37,HS-grad,White,Male
18863,41,HS-grad,White,Male
18864,53,Bachelors,White,Male
18865,23,Some-college,White,Male
18866,28,HS-grad,White,Male
18867,53,10th,White,Male
18868,32,HS-grad,White,Male
18869,33,Bachelors,White,Female
18870,27,HS-grad,Black,Female
18871,52,Assoc-voc,White,Male
18872,31,Some-college,White,Male
18873,27,Assoc-acdm,White,Female
18874,44,HS-grad,White,Female
18875,37,Masters,White,Male
18876,39,HS-grad,White,Male
18877,18,12th,Black,Female
18878,42,HS-grad,White,Male
18879,49,Bachelors,White,Male
18880,35,HS-grad,Black,Female
18881,43,HS-grad,Asian-Pac-Islander,Male
18882,43,Prof-school,White,Male
18883,31,Some-college,White,Male
18884,27,Bachelors,White,Male
18885,46,Some-college,White,Female
18886,54,HS-grad,White,Male
18887,37,Some-college,Black,Male
18888,53,Some-college,White,Male
18889,26,Some-college,Asian-Pac-Islander,Male
18890,59,Prof-school,White,Male
18891,36,Some-college,Black,Male
18892,32,HS-grad,White,Male
18893,53,Masters,White,Male
18894,26,HS-grad,Black,Female
18895,35,HS-grad,White,Female
18896,48,HS-grad,Asian-Pac-Islander,Female
18897,30,Some-college,Black,Male
18898,38,12th,White,Male
18899,58,HS-grad,White,Female
18900,44,HS-grad,Other,Male
18901,30,Assoc-voc,White,Female
18902,68,HS-grad,White,Male
18903,26,Bachelors,Black,Female
18904,26,Bachelors,White,Female
18905,41,1st-4th,White,Male
18906,43,Bachelors,Asian-Pac-Islander,Male
18907,48,Bachelors,White,Male
18908,55,HS-grad,White,Female
18909,50,Some-college,Asian-Pac-Islander,Female
18910,41,11th,White,Male
18911,52,HS-grad,White,Male
18912,24,HS-grad,White,Female
18913,31,HS-grad,White,Male
18914,54,Assoc-voc,White,Male
18915,31,Masters,White,Female
18916,31,Bachelors,White,Male
18917,47,HS-grad,White,Male
18918,40,Assoc-voc,White,Male
18919,46,Some-college,White,Female
18920,45,HS-grad,White,Female
18921,39,10th,White,Female
18922,34,Some-college,White,Female
18923,48,Some-college,White,Male
18924,19,Some-college,White,Female
18925,56,Some-college,White,Female
18926,47,HS-grad,Other,Female
18927,35,Some-college,White,Female
18928,25,Some-college,White,Male
18929,43,Bachelors,White,Female
18930,59,Bachelors,White,Male
18931,66,7th-8th,White,Male
18932,63,7th-8th,White,Male
18933,32,Some-college,White,Female
18934,58,Bachelors,White,Female
18935,43,Assoc-voc,White,Male
18936,27,HS-grad,White,Female
18937,21,12th,White,Male
18938,44,Some-college,White,Male
18939,40,HS-grad,White,Male
18940,65,HS-grad,White,Female
18941,50,Some-college,White,Male
18942,18,HS-grad,White,Male
18943,51,Masters,White,Male
18944,44,Some-college,Black,Female
18945,20,Some-college,White,Female
18946,29,Assoc-voc,White,Male
18947,50,Assoc-voc,White,Male
18948,50,HS-grad,White,Male
18949,43,10th,White,Male
18950,23,Bachelors,White,Female
18951,41,HS-grad,White,Male
18952,30,Some-college,White,Female
18953,58,Bachelors,White,Male
18954,50,Assoc-voc,White,Male
18955,37,Bachelors,White,Male
18956,21,HS-grad,White,Male
18957,33,HS-grad,White,Female
18958,52,Some-college,White,Female
18959,47,HS-grad,White,Male
18960,45,Bachelors,White,Male
18961,34,Some-college,White,Male
18962,39,Some-college,White,Male
18963,31,Some-college,White,Female
18964,19,Some-college,White,Male
18965,45,Some-college,White,Female
18966,45,Assoc-voc,White,Male
18967,34,HS-grad,White,Male
18968,27,11th,Asian-Pac-Islander,Male
18969,37,HS-grad,White,Female
18970,20,HS-grad,Black,Female
18971,32,Bachelors,White,Male
18972,24,1st-4th,White,Male
18973,39,HS-grad,White,Male
18974,18,Some-college,White,Female
18975,62,Some-college,White,Male
18976,24,Bachelors,White,Female
18977,37,HS-grad,White,Male
18978,46,Bachelors,White,Female
18979,44,HS-grad,White,Male
18980,53,HS-grad,White,Male
18981,25,Bachelors,White,Male
18982,44,Prof-school,White,Male
18983,24,Bachelors,White,Male
18984,61,HS-grad,White,Male
18985,45,Masters,White,Female
18986,33,Some-college,White,Male
18987,48,Bachelors,White,Male
18988,26,HS-grad,Amer-Indian-Eskimo,Male
18989,40,HS-grad,Black,Female
18990,68,Bachelors,White,Male
18991,24,HS-grad,White,Female
18992,25,Bachelors,White,Male
18993,31,Bachelors,White,Female
18994,55,Some-college,White,Female
18995,46,Assoc-acdm,White,Female
18996,58,Bachelors,White,Male
18997,56,HS-grad,White,Female
18998,45,Bachelors,White,Male
18999,24,Bachelors,White,Male
19000,35,HS-grad,Asian-Pac-Islander,Male
19001,51,HS-grad,White,Male
19002,47,Prof-school,White,Male
19003,17,11th,White,Female
19004,21,10th,Black,Female
19005,45,Bachelors,White,Female
19006,42,HS-grad,White,Male
19007,56,12th,Black,Female
19008,39,HS-grad,White,Male
19009,31,7th-8th,Other,Female
19010,20,Some-college,White,Male
19011,65,5th-6th,White,Male
19012,44,Some-college,White,Male
19013,33,HS-grad,White,Male
19014,25,Bachelors,White,Male
19015,38,HS-grad,White,Male
19016,31,10th,White,Male
19017,33,Bachelors,White,Male
19018,49,HS-grad,White,Female
19019,28,HS-grad,White,Female
19020,29,HS-grad,White,Male
19021,23,Assoc-voc,White,Male
19022,37,Bachelors,White,Male
19023,52,Some-college,White,Male
19024,27,HS-grad,White,Male
19025,47,Some-college,White,Male
19026,21,HS-grad,White,Female
19027,41,Bachelors,Asian-Pac-Islander,Female
19028,61,Some-college,White,Male
19029,32,Bachelors,Asian-Pac-Islander,Male
19030,21,Some-college,White,Male
19031,63,12th,White,Male
19032,34,Some-college,White,Male
19033,21,Assoc-acdm,White,Male
19034,44,HS-grad,White,Female
19035,26,Bachelors,Asian-Pac-Islander,Male
19036,36,Masters,White,Male
19037,39,Bachelors,White,Male
19038,52,HS-grad,Asian-Pac-Islander,Male
19039,44,Bachelors,White,Male
19040,42,HS-grad,White,Female
19041,60,HS-grad,White,Male
19042,31,Bachelors,White,Male
19043,30,Some-college,Black,Male
19044,23,Some-college,White,Female
19045,81,1st-4th,White,Female
19046,39,Bachelors,Asian-Pac-Islander,Male
19047,38,10th,Asian-Pac-Islander,Female
19048,21,Some-college,White,Female
19049,28,HS-grad,White,Male
19050,34,Bachelors,White,Female
19051,47,HS-grad,White,Female
19052,36,HS-grad,White,Male
19053,27,HS-grad,White,Male
19054,56,Bachelors,White,Female
19055,57,HS-grad,White,Female
19056,42,Some-college,White,Female
19057,43,HS-grad,White,Male
19058,48,HS-grad,White,Female
19059,53,HS-grad,White,Female
19060,58,HS-grad,White,Female
19061,19,12th,White,Male
19062,37,HS-grad,White,Male
19063,41,Some-college,White,Female
19064,31,7th-8th,White,Female
19065,31,Bachelors,White,Male
19066,53,HS-grad,White,Male
19067,19,Some-college,White,Male
19068,56,Doctorate,White,Male
19069,55,Some-college,White,Female
19070,51,5th-6th,White,Female
19071,62,Some-college,White,Female
19072,43,Some-college,White,Male
19073,45,7th-8th,Amer-Indian-Eskimo,Male
19074,28,HS-grad,White,Male
19075,46,HS-grad,White,Male
19076,62,Bachelors,White,Male
19077,57,HS-grad,White,Female
19078,60,Bachelors,White,Female
19079,23,Some-college,White,Male
19080,47,Some-college,White,Male
19081,21,Some-college,White,Female
19082,51,HS-grad,White,Male
19083,61,HS-grad,White,Male
19084,52,Bachelors,White,Female
19085,76,Bachelors,White,Male
19086,24,Some-college,White,Male
19087,31,Bachelors,White,Male
19088,43,Bachelors,White,Male
19089,58,Some-college,Amer-Indian-Eskimo,Female
19090,18,Some-college,White,Female
19091,19,12th,White,Female
19092,44,Some-college,White,Female
19093,41,Some-college,White,Male
19094,21,Some-college,Asian-Pac-Islander,Male
19095,40,HS-grad,Black,Male
19096,25,Some-college,White,Male
19097,62,Doctorate,White,Female
19098,42,HS-grad,White,Male
19099,35,Assoc-voc,White,Male
19100,19,HS-grad,White,Female
19101,60,HS-grad,White,Female
19102,20,HS-grad,Other,Male
19103,23,Assoc-acdm,White,Male
19104,18,HS-grad,White,Female
19105,40,Some-college,White,Male
19106,19,Some-college,White,Female
19107,51,HS-grad,White,Female
19108,41,Bachelors,White,Male
19109,18,10th,White,Female
19110,41,Some-college,Black,Female
19111,27,Some-college,White,Female
19112,71,1st-4th,White,Female
19113,25,12th,White,Male
19114,73,HS-grad,White,Female
19115,45,Some-college,White,Male
19116,25,Some-college,White,Male
19117,50,HS-grad,White,Female
19118,44,HS-grad,White,Male
19119,44,Assoc-voc,White,Female
19120,49,HS-grad,White,Male
19121,44,Some-college,White,Male
19122,42,HS-grad,White,Female
19123,20,HS-grad,White,Female
19124,66,HS-grad,White,Female
19125,19,Some-college,White,Male
19126,60,Some-college,White,Male
19127,46,Assoc-voc,White,Male
19128,42,Assoc-voc,White,Male
19129,59,Some-college,White,Female
19130,58,Assoc-acdm,White,Male
19131,47,HS-grad,White,Female
19132,58,Some-college,White,Male
19133,69,Bachelors,White,Male
19134,17,10th,White,Female
19135,19,11th,White,Male
19136,28,Some-college,White,Male
19137,37,HS-grad,Amer-Indian-Eskimo,Female
19138,30,HS-grad,White,Male
19139,36,Some-college,White,Male
19140,45,11th,White,Male
19141,59,7th-8th,White,Female
19142,45,Some-college,White,Male
19143,53,Doctorate,White,Female
19144,37,HS-grad,White,Female
19145,26,Some-college,White,Female
19146,53,9th,White,Male
19147,44,HS-grad,White,Female
19148,27,Bachelors,White,Male
19149,22,Some-college,White,Male
19150,41,HS-grad,White,Male
19151,53,HS-grad,White,Male
19152,58,HS-grad,White,Male
19153,34,12th,Black,Female
19154,32,Bachelors,White,Male
19155,32,Some-college,White,Male
19156,47,Masters,White,Female
19157,27,HS-grad,White,Male
19158,25,Some-college,White,Male
19159,40,10th,Black,Female
19160,36,Some-college,White,Male
19161,23,HS-grad,White,Male
19162,44,9th,Black,Male
19163,19,HS-grad,White,Male
19164,42,Bachelors,White,Male
19165,60,Some-college,White,Male
19166,41,HS-grad,White,Male
19167,45,HS-grad,Asian-Pac-Islander,Female
19168,67,5th-6th,White,Male
19169,36,Bachelors,Black,Male
19170,52,Masters,Asian-Pac-Islander,Female
19171,28,Doctorate,White,Male
19172,83,HS-grad,White,Male
19173,17,11th,White,Male
19174,27,Assoc-voc,White,Male
19175,35,Assoc-voc,White,Male
19176,40,Some-college,White,Female
19177,23,Assoc-acdm,White,Female
19178,51,11th,Black,Male
19179,51,1st-4th,White,Male
19180,82,10th,White,Male
19181,28,HS-grad,White,Female
19182,53,HS-grad,White,Male
19183,29,Bachelors,White,Female
19184,19,HS-grad,White,Male
19185,30,Bachelors,White,Female
19186,23,7th-8th,Black,Female
19187,66,Bachelors,White,Male
19188,27,11th,White,Male
19189,35,HS-grad,Black,Male
19190,17,12th,White,Male
19191,27,HS-grad,White,Male
19192,27,Prof-school,White,Male
19193,44,Bachelors,Black,Female
19194,64,HS-grad,White,Male
19195,62,HS-grad,White,Female
19196,26,Some-college,White,Male
19197,40,HS-grad,White,Male
19198,40,Doctorate,White,Male
19199,35,HS-grad,White,Female
19200,25,Bachelors,Asian-Pac-Islander,Male
19201,52,Some-college,White,Female
19202,46,Some-college,White,Female
19203,30,HS-grad,Amer-Indian-Eskimo,Male
19204,52,Some-college,White,Male
19205,28,HS-grad,Other,Male
19206,17,10th,White,Female
19207,46,Some-college,Black,Female
19208,45,Bachelors,White,Male
19209,21,Some-college,White,Female
19210,18,HS-grad,White,Female
19211,17,11th,White,Male
19212,90,Some-college,Black,Female
19213,23,Some-college,White,Male
